Time,Axis,Raw_Value,Scaled_8bit,Event
1757029303.0979378,Left_X,-0.003937,126,
1757029303.0979378,Left_Y,-0.050995,120,
1757029303.0979378,Right_X,-0.019623,124,
1757029303.0979378,Right_Y,0.027435,130,
1757029303.1480465,Left_X,-0.003937,126,
1757029303.1480465,Left_Y,-0.050995,120,
1757029303.1480465,Right_X,-0.019623,124,
1757029303.1480465,Right_Y,0.027435,130,
1757029303.1989136,Button,,,Brightness_Increase
1757029303.1989136,Left_X,-0.011780,125,
1757029303.1989136,Left_Y,-0.050995,120,
1757029303.1989136,Right_X,-0.019623,124,
1757029303.1989136,Right_Y,0.027435,130,
1757029303.2495596,Left_X,-0.011780,125,
1757029303.2495596,Left_Y,-0.050995,120,
1757029303.2495596,Right_X,-0.019623,124,
1757029303.2495596,Right_Y,0.027435,130,
1757029303.2996933,Left_X,-0.003937,126,
1757029303.2996933,Left_Y,-0.050995,120,
1757029303.2996933,Right_X,-0.019623,124,
1757029303.2996933,Right_Y,0.027435,130,
1757029303.3503287,Left_X,-0.003937,126,
1757029303.3503287,Left_Y,-0.050995,120,
1757029303.3503287,Right_X,-0.019623,124,
1757029303.3503287,Right_Y,0.027435,130,
1757029303.4007568,Button,,,Brightness_Decrease
1757029303.4007568,Left_X,-0.011780,125,
1757029303.4007568,Left_Y,-0.050995,120,
1757029303.4007568,Right_X,-0.019623,124,
1757029303.4007568,Right_Y,0.027435,130,
1757029303.451206,Left_X,-0.003937,126,
1757029303.451206,Left_Y,-0.050995,120,
1757029303.451206,Right_X,-0.019623,124,
1757029303.451206,Right_Y,0.027435,130,
1757029303.501248,Left_X,-0.003937,126,
1757029303.501248,Left_Y,-0.050995,120,
1757029303.501248,Right_X,-0.019623,124,
1757029303.501248,Right_Y,0.027435,130,
1757029303.5520256,Button,,,Brightness_Decrease
1757029303.5520256,Left_X,-0.003937,126,
1757029303.5520256,Left_Y,-0.050995,120,
1757029303.5520256,Right_X,-0.019623,124,
1757029303.5520256,Right_Y,0.027435,130,
1757029303.6020877,Left_X,-0.011780,125,
1757029303.6020877,Left_Y,-0.050995,120,
1757029303.6020877,Right_X,-0.019623,124,
1757029303.6020877,Right_Y,0.027435,130,
1757029303.6526177,Left_X,-0.003937,126,
1757029303.6526177,Left_Y,-0.050995,120,
1757029303.6526177,Right_X,-0.019623,124,
1757029303.6526177,Right_Y,0.027435,130,
1757029303.7026472,Left_X,-0.003937,126,
1757029303.7026472,Left_Y,-0.050995,120,
1757029303.7026472,Right_X,-0.019623,124,
1757029303.7026472,Right_Y,0.027435,130,
1757029303.753174,Button,,,Brightness_Decrease
1757029303.753174,Left_X,-0.003937,126,
1757029303.753174,Left_Y,-0.050995,120,
1757029303.753174,Right_X,-0.019623,124,
1757029303.753174,Right_Y,0.027435,130,
1757029303.8035994,Left_X,-0.011780,125,
1757029303.8035994,Left_Y,-0.050995,120,
1757029303.8035994,Right_X,-0.019623,124,
1757029303.8035994,Right_Y,0.027435,130,
1757029303.8542194,Left_X,-0.003937,126,
1757029303.8542194,Left_Y,-0.050995,120,
1757029303.8542194,Right_X,-0.019623,124,
1757029303.8542194,Right_Y,0.027435,130,
1757029303.9043643,Left_X,-0.003937,126,
1757029303.9043643,Left_Y,-0.050995,120,
1757029303.9043643,Right_X,-0.019623,124,
1757029303.9043643,Right_Y,0.027435,130,
1757029303.9549778,Button,,,Brightness_Decrease
1757029303.9549778,Left_X,-0.011780,125,
1757029303.9549778,Left_Y,-0.050995,120,
1757029303.9549778,Right_X,-0.019623,124,
1757029303.9549778,Right_Y,0.027435,130,
1757029304.0051274,Left_X,-0.011780,125,
1757029304.0051274,Left_Y,-0.050995,120,
1757029304.0051274,Right_X,-0.019623,124,
1757029304.0051274,Right_Y,0.027435,130,
1757029304.0557604,Left_X,-0.003937,126,
1757029304.0557604,Left_Y,-0.050995,120,
1757029304.0557604,Right_X,-0.019623,124,
1757029304.0557604,Right_Y,0.027435,130,
1757029304.1059327,Left_X,-0.011780,125,
1757029304.1059327,Left_Y,-0.050995,120,
1757029304.1059327,Right_X,-0.019623,124,
1757029304.1059327,Right_Y,0.027435,130,
1757029304.1561193,Button,,,Brightness_Decrease
1757029304.1561193,Left_X,-0.003937,126,
1757029304.1561193,Left_Y,-0.050995,120,
1757029304.1561193,Right_X,-0.019623,124,
1757029304.1561193,Right_Y,0.027435,130,
1757029304.2062898,Left_X,-0.003937,126,
1757029304.2062898,Left_Y,-0.050995,120,
1757029304.2062898,Right_X,-0.019623,124,
1757029304.2062898,Right_Y,0.027435,130,
1757029304.2569013,Left_X,-0.003937,126,
1757029304.2569013,Left_Y,-0.050995,120,
1757029304.2569013,Right_X,-0.019623,124,
1757029304.2569013,Right_Y,0.027435,130,
1757029304.3070624,Left_X,-0.003937,126,
1757029304.3070624,Left_Y,-0.050995,120,
1757029304.3070624,Right_X,-0.019623,124,
1757029304.3070624,Right_Y,0.027435,130,
1757029304.3581913,Button,,,Brightness_Decrease
1757029304.3581913,Left_X,-0.003937,126,
1757029304.3581913,Left_Y,-0.050995,120,
1757029304.3581913,Right_X,-0.019623,124,
1757029304.3581913,Right_Y,0.027435,130,
1757029304.4083335,Left_X,-0.003937,126,
1757029304.4083335,Left_Y,-0.050995,120,
1757029304.4083335,Right_X,-0.019623,124,
1757029304.4083335,Right_Y,0.027435,130,
1757029304.4588113,Left_X,-0.003937,126,
1757029304.4588113,Left_Y,-0.050995,120,
1757029304.4588113,Right_X,-0.019623,124,
1757029304.4588113,Right_Y,0.027435,130,
1757029304.5089655,Left_X,-0.011780,125,
1757029304.5089655,Left_Y,-0.050995,120,
1757029304.5089655,Right_X,-0.019623,124,
1757029304.5089655,Right_Y,0.027435,130,
1757029304.5592632,Button,,,Brightness_Decrease
1757029304.5592632,Left_X,-0.003937,126,
1757029304.5592632,Left_Y,-0.050995,120,
1757029304.5592632,Right_X,-0.019623,124,
1757029304.5592632,Right_Y,0.027435,130,
1757029304.6094325,Left_X,-0.003937,126,
1757029304.6094325,Left_Y,-0.050995,120,
1757029304.6094325,Right_X,-0.011780,125,
1757029304.6094325,Right_Y,0.027435,130,
1757029304.6600852,Left_X,-0.003937,126,
1757029304.6600852,Left_Y,-0.050995,120,
1757029304.6600852,Right_X,-0.019623,124,
1757029304.6600852,Right_Y,0.027435,130,
1757029304.7102134,Left_X,-0.003937,126,
1757029304.7102134,Left_Y,-0.050995,120,
1757029304.7102134,Right_X,-0.019623,124,
1757029304.7102134,Right_Y,0.027435,130,
1757029304.7608433,Left_X,-0.003937,126,
1757029304.7608433,Left_Y,-0.050995,120,
1757029304.7608433,Right_X,-0.019623,124,
1757029304.7608433,Right_Y,0.027435,130,
1757029304.811004,Left_X,-0.003937,126,
1757029304.811004,Left_Y,-0.050995,120,
1757029304.811004,Right_X,-0.019623,124,
1757029304.811004,Right_Y,0.027435,130,
1757029304.861635,Left_X,-0.003937,126,
1757029304.861635,Left_Y,-0.050995,120,
1757029304.861635,Right_X,-0.019623,124,
1757029304.861635,Right_Y,0.027435,130,
1757029304.9122705,Left_X,-0.003937,126,
1757029304.9122705,Left_Y,-0.050995,120,
1757029304.9122705,Right_X,-0.019623,124,
1757029304.9122705,Right_Y,0.027435,130,
1757029304.9627073,Left_X,-0.003937,126,
1757029304.9627073,Left_Y,-0.050995,120,
1757029304.9627073,Right_X,-0.019623,124,
1757029304.9627073,Right_Y,0.027435,130,
1757029305.013251,Left_X,-0.003937,126,
1757029305.013251,Left_Y,-0.050995,120,
1757029305.013251,Right_X,-0.019623,124,
1757029305.013251,Right_Y,0.027435,130,
1757029305.0637898,Left_X,-0.003937,126,
1757029305.0637898,Left_Y,-0.050995,120,
1757029305.0637898,Right_X,-0.019623,124,
1757029305.0637898,Right_Y,0.027435,130,
1757029305.1143305,Left_X,-0.003937,126,
1757029305.1143305,Left_Y,-0.050995,120,
1757029305.1143305,Right_X,-0.019623,124,
1757029305.1143305,Right_Y,0.027435,130,
1757029305.164875,Left_X,-0.003937,126,
1757029305.164875,Left_Y,-0.050995,120,
1757029305.164875,Right_X,-0.019623,124,
1757029305.164875,Right_Y,0.027435,130,
1757029305.215202,Left_X,-0.003937,126,
1757029305.215202,Left_Y,-0.050995,120,
1757029305.215202,Right_X,-0.019623,124,
1757029305.215202,Right_Y,0.027435,130,
1757029305.2657166,Left_X,-0.003937,126,
1757029305.2657166,Left_Y,-0.050995,120,
1757029305.2657166,Right_X,-0.019623,124,
1757029305.2657166,Right_Y,0.027435,130,
1757029305.316452,Left_X,-0.011780,125,
1757029305.316452,Left_Y,-0.050995,120,
1757029305.316452,Right_X,-0.019623,124,
1757029305.316452,Right_Y,0.027435,130,
1757029305.3666763,Left_X,-0.003937,126,
1757029305.3666763,Left_Y,-0.050995,120,
1757029305.3666763,Right_X,-0.019623,124,
1757029305.3666763,Right_Y,0.027435,130,
1757029305.4168346,Left_X,-0.003937,126,
1757029305.4168346,Left_Y,-0.050995,120,
1757029305.4168346,Right_X,-0.019623,124,
1757029305.4168346,Right_Y,0.027435,130,
1757029305.4679499,Left_X,-0.011780,125,
1757029305.4679499,Left_Y,-0.050995,120,
1757029305.4679499,Right_X,-0.019623,124,
1757029305.4679499,Right_Y,0.027435,130,
1757029305.5180538,Left_X,-0.003937,126,
1757029305.5180538,Left_Y,-0.050995,120,
1757029305.5180538,Right_X,-0.019623,124,
1757029305.5180538,Right_Y,0.027435,130,
1757029305.5681741,Left_X,-0.011780,125,
1757029305.5681741,Left_Y,-0.050995,120,
1757029305.5681741,Right_X,-0.011780,125,
1757029305.5681741,Right_Y,0.027435,130,
1757029305.6182394,Left_X,-0.011780,125,
1757029305.6182394,Left_Y,-0.050995,120,
1757029305.6182394,Right_X,-0.011780,125,
1757029305.6182394,Right_Y,0.027435,130,
1757029305.6683893,Left_X,-0.003937,126,
1757029305.6683893,Left_Y,-0.050995,120,
1757029305.6683893,Right_X,-0.011780,125,
1757029305.6683893,Right_Y,0.027435,130,
1757029305.7185612,Left_X,-0.003937,126,
1757029305.7185612,Left_Y,-0.050995,120,
1757029305.7185612,Right_X,-0.003937,126,
1757029305.7185612,Right_Y,0.027435,130,
1757029305.7691872,Left_X,-0.011780,125,
1757029305.7691872,Left_Y,-0.050995,120,
1757029305.7691872,Right_X,-0.011780,125,
1757029305.7691872,Right_Y,0.027435,130,
1757029305.8198302,Left_X,-0.003937,126,
1757029305.8198302,Left_Y,-0.050995,120,
1757029305.8198302,Right_X,-0.011780,125,
1757029305.8198302,Right_Y,0.027435,130,
1757029305.8704407,Left_X,-0.003937,126,
1757029305.8704407,Left_Y,-0.050995,120,
1757029305.8704407,Right_X,-0.011780,125,
1757029305.8704407,Right_Y,0.027435,130,
1757029305.9210727,Left_X,-0.003937,126,
1757029305.9210727,Left_Y,-0.050995,120,
1757029305.9210727,Right_X,-0.019623,124,
1757029305.9210727,Right_Y,0.027435,130,
1757029305.971263,Left_X,-0.003937,126,
1757029305.971263,Left_Y,-0.050995,120,
1757029305.971263,Right_X,-0.019623,124,
1757029305.971263,Right_Y,0.027435,130,
1757029306.0218928,Left_X,-0.011780,125,
1757029306.0218928,Left_Y,-0.050995,120,
1757029306.0218928,Right_X,-0.019623,124,
1757029306.0218928,Right_Y,0.027435,130,
1757029306.0725267,Left_X,-0.003937,126,
1757029306.0725267,Left_Y,-0.050995,120,
1757029306.0725267,Right_X,-0.019623,124,
1757029306.0725267,Right_Y,0.027435,130,
1757029306.1231668,Left_X,-0.011780,125,
1757029306.1231668,Left_Y,-0.050995,120,
1757029306.1231668,Right_X,-0.019623,124,
1757029306.1231668,Right_Y,0.027435,130,
1757029306.1738062,Left_X,-0.003937,126,
1757029306.1738062,Left_Y,-0.050995,120,
1757029306.1738062,Right_X,-0.019623,124,
1757029306.1738062,Right_Y,0.027435,130,
1757029306.2240798,Left_X,-0.003937,126,
1757029306.2240798,Left_Y,-0.050995,120,
1757029306.2240798,Right_X,-0.019623,124,
1757029306.2240798,Right_Y,0.027435,130,
1757029306.2747045,Left_X,-0.003937,126,
1757029306.2747045,Left_Y,-0.050995,120,
1757029306.2747045,Right_X,-0.019623,124,
1757029306.2747045,Right_Y,0.027435,130,
1757029306.325232,Left_X,-0.011780,125,
1757029306.325232,Left_Y,-0.050995,120,
1757029306.325232,Right_X,-0.019623,124,
1757029306.325232,Right_Y,0.027435,130,
1757029306.3757603,Left_X,-0.003937,126,
1757029306.3757603,Left_Y,-0.050995,120,
1757029306.3757603,Right_X,-0.019623,124,
1757029306.3757603,Right_Y,0.027435,130,
1757029306.427794,Left_X,-0.003937,126,
1757029306.427794,Left_Y,-0.050995,120,
1757029306.427794,Right_X,-0.019623,124,
1757029306.427794,Right_Y,0.027435,130,
1757029306.4768238,Left_X,-0.003937,126,
1757029306.4768238,Left_Y,-0.050995,120,
1757029306.4768238,Right_X,-0.019623,124,
1757029306.4768238,Right_Y,0.027435,130,
1757029306.5268512,Left_X,-0.011780,125,
1757029306.5268512,Left_Y,-0.050995,120,
1757029306.5268512,Right_X,-0.019623,124,
1757029306.5268512,Right_Y,0.027435,130,
1757029306.5778816,Left_X,-0.011780,125,
1757029306.5778816,Left_Y,-0.050995,120,
1757029306.5778816,Right_X,-0.019623,124,
1757029306.5778816,Right_Y,0.027435,130,
1757029306.6279092,Left_X,-0.003937,126,
1757029306.6279092,Left_Y,-0.050995,120,
1757029306.6279092,Right_X,-0.019623,124,
1757029306.6279092,Right_Y,0.027435,130,
1757029306.6779342,Left_X,-0.003937,126,
1757029306.6779342,Left_Y,-0.043152,121,
1757029306.6779342,Right_X,-0.019623,124,
1757029306.6779342,Right_Y,0.027435,130,
1757029306.727974,Left_X,-0.003937,126,
1757029306.727974,Left_Y,-0.050995,120,
1757029306.727974,Right_X,-0.019623,124,
1757029306.727974,Right_Y,0.027435,130,
1757029306.7780056,Left_X,-0.003937,126,
1757029306.7780056,Left_Y,-0.043152,121,
1757029306.7780056,Right_X,-0.019623,124,
1757029306.7780056,Right_Y,0.027435,130,
1757029306.8280325,Left_X,-0.003937,126,
1757029306.8280325,Left_Y,-0.043152,121,
1757029306.8280325,Right_X,-0.019623,124,
1757029306.8280325,Right_Y,0.027435,130,
1757029306.8780572,Left_X,-0.003937,126,
1757029306.8780572,Left_Y,-0.050995,120,
1757029306.8780572,Right_X,-0.019623,124,
1757029306.8780572,Right_Y,0.027435,130,
1757029306.9280884,Left_X,-0.003937,126,
1757029306.9280884,Left_Y,-0.050995,120,
1757029306.9280884,Right_X,-0.019623,124,
1757029306.9280884,Right_Y,0.027435,130,
1757029306.978122,Left_X,-0.003937,126,
1757029306.978122,Left_Y,-0.050995,120,
1757029306.978122,Right_X,-0.019623,124,
1757029306.978122,Right_Y,0.027435,130,
